customer_id,predicted_ltv_12m
24412,366.77948
8420,574.6206
36757,566.54584
24759,519.0623
20692,454.81195
47096,494.68314
12030,601.8311
6552,491.51944
18352,502.91223
39221,410.4371
15165,408.74417
2528,1151.5885
17109,452.1036
38842,422.178
19011,508.544
7126,328.6363
5712,662.0586
27486,472.06244
35193,449.87573
26065,393.20233
21539,550.6779
10427,541.4533
29507,405.4328
22675,586.0064
1962,384.72192
40637,409.0551
34424,428.32343
39545,495.2893
6708,409.54776
3085,419.37442
21937,545.50586
37499,399.4426
26003,398.14093
46781,387.34775
16620,471.05923
4157,586.9942
25413,324.08704
8166,445.98636
31641,432.70923
36092,451.75134
13876,480.36908
31028,723.00055
40526,583.9502
7001,498.8911
116,410.43985
44036,530.743
3604,435.65527
25315,409.37534
44059,283.97772
38303,176.30936
9595,509.00586
12240,480.72705
1331,406.01773
40535,406.5378
36633,498.93735
18967,279.895
31694,508.30035
17894,531.9228
6217,339.08594
25309,580.38635
47374,421.85385
26368,392.67657
41944,498.27744
37192,298.4575
32931,318.01855
45655,433.70117
4679,490.54272
38338,444.59015
26893,463.3891
30084,433.18475
31503,586.52167
9172,429.80383
8538,386.79187
26817,492.18265
18246,164.23756
19647,390.6503
2813,429.96677
41152,368.35773
8875,583.4888
8124,512.8255
41896,489.97372
9918,395.78427
6925,371.85455
46496,508.21124
28888,359.94214
40837,535.3271
29017,489.49918
38945,527.76874
23144,424.84308
6401,429.51636
46419,404.62738
36134,434.82465
42820,302.49582
45047,612.4746
3617,538.25977
34972,450.05765
20646,424.01135
3455,493.416
15980,539.4993
28210,552.30896
20066,444.92365
41550,600.3921
42535,587.6813
40116,171.13364
33334,490.4668
6926,446.4728
48497,263.91843
44174,493.92902
20783,516.29846
18741,394.6801
46233,581.5902
9920,412.4912
17381,452.3647
22938,307.18332
2191,454.85782
28479,446.18655
19451,374.57465
44308,395.86185
45984,589.2134
4202,536.5963
35838,241.6161
23498,432.56595
3396,560.5696
3772,414.2307
28503,508.60403
35375,551.15295
2791,437.9242
47726,295.9488
7936,411.75034
27113,421.77948
1284,598.1615
48150,567.41656
26443,486.18918
2496,300.27963
26538,392.12656
44660,360.5083
6807,543.7091
40550,448.78186
40264,473.07724
16657,485.6547
34116,644.78406
9702,419.20547
29392,381.9791
27709,452.39972
27978,451.37802
32237,496.82327
25636,389.0001
16992,597.3361
47741,512.788
38942,402.32184
25589,456.52527
14922,520.81757
25639,671.2255
45642,422.65027
19833,690.1971
28236,452.14554
27171,436.26514
40504,404.33582
9237,655.8028
13659,393.13205
15621,471.49704
952,359.1774
1653,583.6836
39493,483.781
12358,519.57965
46301,431.9858
42919,579.034
28002,414.20895
4645,560.1338
34417,435.92914
15747,520.6262
36657,416.66766
29094,495.13196
4097,288.21823
47395,599.2833
9073,446.97644
10135,563.34656
40283,440.6242
5954,402.24475
4639,508.18988
21339,437.4015
44180,632.23035
44764,437.1668
36807,475.77
47712,523.7199
26371,470.46942
37237,488.54956
10424,427.79007
10941,451.88998
436,522.81116
32897,540.78845
25033,825.4353
1278,356.01288
10506,556.65924
399,594.1299
36414,396.50958
41471,414.58093
29676,470.3923
39327,512.8875
45313,471.56326
9781,281.62802
4012,564.34985
4402,522.4152
32593,619.02124
36580,341.5469
17112,438.24286
32025,671.1521
46278,530.91846
46295,208.61101
5987,465.84378
16180,475.47635
9413,406.8969
30830,447.3953
21369,520.03436
15952,453.04834
46876,546.11285
11942,388.99005
5308,373.84647
33779,423.25812
37535,365.36716
32891,679.9708
69,612.0424
25011,700.82043
42145,508.47015
26041,331.81512
43473,498.87155
31697,580.26
17150,459.67807
10951,491.67422
29446,370.0046
37522,518.12036
28127,514.86487
7827,420.01093
37740,398.18585
39920,417.56107
35093,462.67307
32629,447.7249
2680,424.10864
47481,808.54254
41123,377.47357
12124,446.98456
43453,413.3083
46296,506.9366
36350,338.7276
9366,443.81952
41509,435.95956
41564,687.3684
14032,391.5483
42879,423.62912
24779,351.73712
19590,409.06238
46941,376.1419
19869,467.01392
33546,543.71747
780,537.53564
33540,489.87122
7876,533.36865
35535,455.1705
31722,373.17145
39202,744.5217
43754,451.20807
38983,480.86353
14019,400.7573
17247,478.56262
30883,497.22675
4771,447.66672
33532,478.00772
15368,431.40955
20496,350.98224
42973,395.27203
17534,581.4139
12573,435.06558
22004,420.22238
19536,591.21155
33750,354.90567
43893,619.2129
38302,388.23096
45252,423.99554
36612,475.88504
18483,408.18964
14044,487.63538
7236,435.78104
23878,581.2145
28674,566.5482
36458,475.1536
14172,329.40723
18326,403.0882
36154,332.81085
2383,278.72278
27870,486.87195
27844,674.1388
37992,503.65405
48201,457.0164
15101,481.0368
32454,329.56244
41572,531.73505
13459,496.14554
21973,439.26657
41726,566.6519
33823,220.23642
25512,285.6729
43441,435.3782
10163,493.61926
26444,470.77975
22376,478.63556
29738,441.8705
2863,401.1314
44448,468.9463
15501,468.18164
1635,411.61023
180,462.58685
33778,443.4593
1350,1213.0625
25082,464.09558
23460,312.21045
29791,452.8743
18555,458.44104
31190,522.8494
3950,469.36237
7284,623.24506
29544,448.65793
43576,462.37866
47699,521.18243
4705,423.765
5102,390.6206
30180,511.81143
39729,319.37024
22224,559.7751
17456,502.40717
23030,398.79657
35620,406.84186
45746,563.6828
34363,447.3023
12618,483.41083
45107,428.6593
2289,587.5454
14829,653.464
14871,302.2982
6036,470.67606
22704,273.037
33931,390.56122
15639,536.9269
38612,447.6218
4518,448.677
5657,509.95154
4162,545.42847
27833,527.1355
7747,437.69214
5503,550.7855
44826,519.66626
27505,504.6438
6215,392.3208
16114,577.61383
